,codigo,sintomas
5126,L53.0,Sintomas no encontrados
5127,L53.1,Sintomas no encontrados
5128,L53.2,Sintomas no encontrados
5129,L53.3,Sintomas no encontrados
5130,L53.8,Sintomas no encontrados
5131,L53.9,Sintomas no encontrados
5132,L54,Sintomas no encontrados
5133,L54.0,Sintomas no encontrados
5134,L54.8,Sintomas no encontrados
5135,L55,Sintomas no encontrados
5136,L55.0,Sintomas no encontrados
5137,L55.1,Sintomas no encontrados
5138,L55.2,Sintomas no encontrados
5139,L55.8,Sintomas no encontrados
5140,L55.9,Sintomas no encontrados
5141,L56,Sintomas no encontrados
5142,L56.0,Sintomas no encontrados
5143,L56.1,Sintomas no encontrados
5144,L56.2,Sintomas no encontrados
5145,L56.3,Sintomas no encontrados
5146,L56.4,Sintomas no encontrados
5147,L56.8,Sintomas no encontrados
5148,L56.9,Sintomas no encontrados
5149,L57,Sintomas no encontrados
5150,L57.0,Sintomas no encontrados
5151,L57.1,Sintomas no encontrados
5152,L57.2,Sintomas no encontrados
5153,L57.3,Sintomas no encontrados
5154,L57.4,Sintomas no encontrados
5155,L57.5,Sintomas no encontrados
5156,L57.8,Sintomas no encontrados
5157,L57.9,Sintomas no encontrados
5158,L58,Sintomas no encontrados
5159,L58.0,Sintomas no encontrados
5160,L58.1,Sintomas no encontrados
5161,L58.9,Sintomas no encontrados
5162,L59,Sintomas no encontrados
5163,L59.0,Sintomas no encontrados
5164,L59.8,Sintomas no encontrados
5165,L59.9,Sintomas no encontrados
5166,L60,Sintomas no encontrados
5167,L60.0,Sintomas no encontrados
5168,L60.1,Sintomas no encontrados
5169,L60.2,Sintomas no encontrados
5170,L60.3,Sintomas no encontrados
5171,L60.4,Sintomas no encontrados
5172,L60.5,Sintomas no encontrados
5173,L60.8,Sintomas no encontrados
5174,L60.9,Sintomas no encontrados
5175,L62,Sintomas no encontrados
5176,L62.0,Sintomas no encontrados
5177,L62.8,Sintomas no encontrados
5178,L63,"Areas of hair loss, usually on the scalp[2]"
5179,L63.0,Sintomas no encontrados
5180,L63.1,Sintomas no encontrados
5181,L63.2,Sintomas no encontrados
5182,L63.8,Sintomas no encontrados
5183,L63.9,Sintomas no encontrados
5184,L64,Sintomas no encontrados
5185,L64.0,"Areas of hair loss, usually on the scalp[2]"
5186,L64.8,Sintomas no encontrados
5187,L64.9,Sintomas no encontrados
5188,L65,Sintomas no encontrados
5189,L65.0,Sintomas no encontrados
5190,L65.1,Sintomas no encontrados
5191,L65.2,Sintomas no encontrados
5192,L65.8,Sintomas no encontrados
5193,L65.9,Sintomas no encontrados
5194,L66,Sintomas no encontrados
5195,L66.0,Sintomas no encontrados
5196,L66.1,Sintomas no encontrados
5197,L66.2,Sintomas no encontrados
5198,L66.3,Sintomas no encontrados
5199,L66.4,Sintomas no encontrados
5200,L66.8,Sintomas no encontrados
5201,L66.9,Sintomas no encontrados
5202,L67,Sintomas no encontrados
5203,L67.0,Sintomas no encontrados
5204,L67.1,Sintomas no encontrados
5205,L67.8,Sintomas no encontrados
5206,L67.9,Sintomas no encontrados
5207,L68,Sintomas no encontrados
5208,L68.0,Sintomas no encontrados
5209,L68.1,Sintomas no encontrados
5210,L68.2,Sintomas no encontrados
5211,L68.3,Sintomas no encontrados
5212,L68.8,Sintomas no encontrados
5213,L68.9,Sintomas no encontrados
5214,L70,"Blackheads, whiteheads, pimples, oily skin, scarring[1][2]"
5215,L70.0,"Blackheads, whiteheads, pimples, oily skin, scarring[1][2]"
5216,L70.1,Sintomas no encontrados
5217,L70.2,Sintomas no encontrados
5218,L70.3,Sintomas no encontrados
5219,L70.4,Sintomas no encontrados
5220,L70.5,Sintomas no encontrados
5221,L70.8,Sintomas no encontrados
5222,L70.9,Sintomas no encontrados
5223,L71,"Facial redness, swelling, and small and superficial dilated blood vessels[2][3]"
5224,L71.0,"Papules, pustules, red skin"
5225,L71.1,Sintomas no encontrados
5226,L71.8,Sintomas no encontrados
5227,L71.9,Sintomas no encontrados
5228,L72,Sintomas no encontrados
5229,L72.0,Sintomas no encontrados
5230,L72.1,Sintomas no encontrados
5231,L72.2,Sintomas no encontrados
5232,L72.8,Sintomas no encontrados
5233,L72.9,Sintomas no encontrados
5234,L73,Sintomas no encontrados
5235,L73.0,Sintomas no encontrados
5236,L73.1,Sintomas no encontrados
5237,L73.2,Multiple inflamed and swollen skin lesions[2]
5238,L73.8,Sintomas no encontrados
5239,L73.9,Sintomas no encontrados
5240,L74,Sintomas no encontrados
5241,L74.0,Sintomas no encontrados
5242,L74.1,Sintomas no encontrados
5243,L74.2,Sintomas no encontrados
5244,L74.3,Sintomas no encontrados
5245,L74.4,Sintomas no encontrados
5246,L74.8,Sintomas no encontrados
5247,L74.9,Sintomas no encontrados
5248,L75,Sintomas no encontrados
5249,L75.0,Sintomas no encontrados
5250,L75.1,Sintomas no encontrados
5251,L75.2,Sintomas no encontrados
5252,L75.8,Sintomas no encontrados
5253,L75.9,Sintomas no encontrados
5254,L80,Patches of white skin[1]
5255,L81,Sintomas no encontrados
5256,L81.0,Sintomas no encontrados
5257,L81.1,Sintomas no encontrados
5258,L81.2,Sintomas no encontrados
5259,L81.3,Sintomas no encontrados
5260,L81.4,Sintomas no encontrados
5261,L81.5,Sintomas no encontrados
5262,L81.6,Sintomas no encontrados
5263,L81.7,Sintomas no encontrados
5264,L81.8,Sintomas no encontrados
5265,L81.9,Sintomas no encontrados
5266,L82,Sintomas no encontrados
5267,L83,Sintomas no encontrados
5268,L84,Sintomas no encontrados
5269,L85,Sintomas no encontrados
5270,L85.0,Sintomas no encontrados
5271,L85.1,Sintomas no encontrados
5272,L85.2,Sintomas no encontrados
5273,L85.3,"Low skin moisture, itching, scaling, skin cracking"
5274,L85.8,Sintomas no encontrados
5275,L85.9,Sintomas no encontrados
5276,L86,Sintomas no encontrados
5277,L87,Sintomas no encontrados
5278,L87.0,Sintomas no encontrados
5279,L87.1,Sintomas no encontrados
5280,L87.2,Sintomas no encontrados
5281,L87.8,Sintomas no encontrados
5282,L87.9,Sintomas no encontrados
5283,L88,Sintomas no encontrados
5284,L89,Sintomas no encontrados
5285,L89.0,Sintomas no encontrados
5286,L89.1,Sintomas no encontrados
5287,L89.2,Sintomas no encontrados
5288,L89.3,Sintomas no encontrados
5289,L89.9,Sintomas no encontrados
5290,L90,Sintomas no encontrados
5291,L90.0,Sintomas no encontrados
5292,L90.1,Sintomas no encontrados
5293,L90.2,Sintomas no encontrados
5294,L90.3,Sintomas no encontrados
5295,L90.4,Sintomas no encontrados
5296,L90.5,Sintomas no encontrados
5297,L90.6,Sintomas no encontrados
5298,L90.8,Sintomas no encontrados
5299,L90.9,Sintomas no encontrados
5300,L91,Sintomas no encontrados
5301,L91.0,Sintomas no encontrados
5302,L91.8,Sintomas no encontrados
5303,L91.9,Sintomas no encontrados
5304,L92,Sintomas no encontrados
5305,L92.0,Sintomas no encontrados
5306,L92.1,Sintomas no encontrados
5307,L92.2,Sintomas no encontrados
5308,L92.3,Sintomas no encontrados
5309,L92.8,Sintomas no encontrados
5310,L92.9,Sintomas no encontrados
5311,L93,Sintomas no encontrados
5312,L93.0,Sintomas no encontrados
5313,L93.1,Sintomas no encontrados
5314,L93.2,Sintomas no encontrados
5315,L94,Sintomas no encontrados
5316,L94.0,Sintomas no encontrados
5317,L94.1,Sintomas no encontrados
5318,L94.2,Sintomas no encontrados
5319,L94.3,Sintomas no encontrados
5320,L94.4,"Rash, muscle weakness, weight loss, fever[1]"
5321,L94.5,Sintomas no encontrados
5322,L94.6,Sintomas no encontrados
5323,L94.8,Sintomas no encontrados
5324,L94.9,Sintomas no encontrados
5325,L95,Sintomas no encontrados
5326,L95.0,Sintomas no encontrados
5327,L95.1,Sintomas no encontrados
5328,L95.8,Sintomas no encontrados
5329,L95.9,Sintomas no encontrados
5330,L97,Sintomas no encontrados
5331,L98,Sintomas no encontrados
5332,L98.0,Sintomas no encontrados
5333,L98.1,Sintomas no encontrados
5334,L98.2,Sintomas no encontrados
5335,L98.3,Sintomas no encontrados
5336,L98.4,Sintomas no encontrados
5337,L98.5,Sintomas no encontrados
5338,L98.6,Sintomas no encontrados
5339,L98.7,Sintomas no encontrados
5340,L98.8,Sintomas no encontrados
5341,L98.9,Sintomas no encontrados
5342,L99,Sintomas no encontrados
5343,L99.0,Sintomas no encontrados
5344,L99.8,Sintomas no encontrados
5345,M00,"Red, hot, painful single joint[2]"
5346,M00.0,Sintomas no encontrados
5347,M00.1,Sintomas no encontrados
5348,M00.2,Sintomas no encontrados
5349,M00.8,Sintomas no encontrados
5350,M00.9,Sintomas no encontrados
5351,M01,Sintomas no encontrados
5352,M01.0,Sintomas no encontrados
5353,M01.1,Sintomas no encontrados
5354,M01.2,Sintomas no encontrados
5355,M01.3,Sintomas no encontrados
5356,M01.4,Sintomas no encontrados
5357,M01.5,Sintomas no encontrados
5358,M01.6,Sintomas no encontrados
5359,M01.8,Sintomas no encontrados
5360,M02,Sintomas no encontrados
5361,M02.0,Sintomas no encontrados
5362,M02.1,Sintomas no encontrados
5363,M02.2,Sintomas no encontrados
5364,M02.3,Sintomas no encontrados
5365,M02.8,Sintomas no encontrados
5366,M02.9,Sintomas no encontrados
5367,M03,Sintomas no encontrados
5368,M03.0,Sintomas no encontrados
5369,M03.1,Sintomas no encontrados
5370,M03.2,Sintomas no encontrados
5371,M03.6,Sintomas no encontrados
5372,M05,Sintomas no encontrados
5373,M05.0,Sintomas no encontrados
5374,M05.1,Sintomas no encontrados
5375,M05.2,Sintomas no encontrados
5376,M05.3,Sintomas no encontrados
5377,M05.8,Sintomas no encontrados
5378,M05.9,Sintomas no encontrados
5379,M06,Sintomas no encontrados
5380,M06.0,Sintomas no encontrados
5381,M06.1,Sintomas no encontrados
5382,M06.2,Sintomas no encontrados
5383,M06.3,Sintomas no encontrados
5384,M06.4,Sintomas no encontrados
5385,M06.8,Sintomas no encontrados
5386,M06.9,Sintomas no encontrados
5387,M07,Sintomas no encontrados
5388,M07.0,Sintomas no encontrados
5389,M07.1,Sintomas no encontrados
5390,M07.2,Sintomas no encontrados
5391,M07.3,Sintomas no encontrados
5392,M07.4,Sintomas no encontrados
5393,M07.5,Sintomas no encontrados
5394,M07.6,Sintomas no encontrados
5395,M08,Sintomas no encontrados
5396,M08.0,Sintomas no encontrados
5397,M08.1,Sintomas no encontrados
5398,M08.2,Sintomas no encontrados
5399,M08.3,Sintomas no encontrados
5400,M08.4,Sintomas no encontrados
5401,M08.8,Sintomas no encontrados
5402,M08.9,Sintomas no encontrados
5403,M09,Sintomas no encontrados
5404,M09.0,Sintomas no encontrados
5405,M09.1,Sintomas no encontrados
5406,M09.2,Sintomas no encontrados
5407,M09.8,Sintomas no encontrados
5408,M10,"Joint pain, swelling, and redness[4]"
5409,M10.0,Sintomas no encontrados
5410,M10.1,Sintomas no encontrados
5411,M10.2,Sintomas no encontrados
5412,M10.3,Sintomas no encontrados
5413,M10.4,Sintomas no encontrados
5414,M10.9,Sintomas no encontrados
5415,M11,Sintomas no encontrados
5416,M11.0,Chronic shoulder pain during activities; acute shoulder pain
5417,M11.1,Sintomas no encontrados
5418,M11.2,Sintomas no encontrados
5419,M11.8,Sintomas no encontrados
5420,M11.9,Sintomas no encontrados
5421,M12,Sintomas no encontrados
5422,M12.0,Sintomas no encontrados
5423,M12.1,Sintomas no encontrados
5424,M12.2,Sintomas no encontrados
5425,M12.3,Sintomas no encontrados
5426,M12.4,Sintomas no encontrados
5427,M12.5,Sintomas no encontrados
5428,M12.8,Sintomas no encontrados
5429,M13,Sintomas no encontrados
5430,M13.0,Sintomas no encontrados
5431,M13.1,Sintomas no encontrados
5432,M13.8,Sintomas no encontrados
5433,M13.9,Sintomas no encontrados
5434,M14,Sintomas no encontrados
5435,M14.0,Sintomas no encontrados
5436,M14.1,Sintomas no encontrados
5437,M14.2,Sintomas no encontrados
5438,M14.3,Sintomas no encontrados
5439,M14.4,Sintomas no encontrados
5440,M14.5,Sintomas no encontrados
5441,M14.6,Sintomas no encontrados
5442,M14.8,Sintomas no encontrados
5443,M15,Sintomas no encontrados
5444,M15.0,Sintomas no encontrados
5445,M15.1,Sintomas no encontrados
5446,M15.2,Sintomas no encontrados
5447,M15.3,Sintomas no encontrados
5448,M15.4,Sintomas no encontrados
5449,M15.8,Sintomas no encontrados
5450,M15.9,Sintomas no encontrados
5451,M16,Sintomas no encontrados
5452,M16.0,Sintomas no encontrados
5453,M16.1,Sintomas no encontrados
5454,M16.2,Sintomas no encontrados
5455,M16.3,Sintomas no encontrados
5456,M16.4,Sintomas no encontrados
5457,M16.5,Sintomas no encontrados
5458,M16.6,Sintomas no encontrados
5459,M16.7,Sintomas no encontrados
5460,M16.9,Sintomas no encontrados
5461,M17,Sintomas no encontrados
5462,M17.0,Sintomas no encontrados
5463,M17.1,Sintomas no encontrados
5464,M17.2,Sintomas no encontrados
5465,M17.3,Sintomas no encontrados
5466,M17.4,Sintomas no encontrados
5467,M17.5,Sintomas no encontrados
5468,M17.9,Sintomas no encontrados
5469,M18,Sintomas no encontrados
5470,M18.0,Sintomas no encontrados
5471,M18.1,Sintomas no encontrados
5472,M18.2,Sintomas no encontrados
5473,M18.3,Sintomas no encontrados
5474,M18.4,Sintomas no encontrados
5475,M18.5,Sintomas no encontrados
5476,M18.9,Sintomas no encontrados
5477,M19,Sintomas no encontrados
5478,M19.0,Sintomas no encontrados
5479,M19.1,Sintomas no encontrados
5480,M19.2,Sintomas no encontrados
5481,M19.8,Sintomas no encontrados
5482,M19.9,Sintomas no encontrados
5483,M20,Sintomas no encontrados
5484,M20.0,Sintomas no encontrados
5485,M20.1,Sintomas no encontrados
5486,M20.2,Sintomas no encontrados
5487,M20.3,Sintomas no encontrados
5488,M20.4,Sintomas no encontrados
5489,M20.5,Sintomas no encontrados
5490,M20.6,Sintomas no encontrados
5491,M21,Sintomas no encontrados
5492,M21.0,Sintomas no encontrados
5493,M21.1,Sintomas no encontrados
5494,M21.2,Sintomas no encontrados
5495,M21.3,Sintomas no encontrados
5496,M21.4,Sintomas no encontrados
5497,M21.5,Sintomas no encontrados
5498,M21.6,Sintomas no encontrados
5499,M21.7,Sintomas no encontrados
5500,M21.8,Sintomas no encontrados
5501,M21.9,Sintomas no encontrados
5502,M22,Sintomas no encontrados
5503,M22.0,Sintomas no encontrados
5504,M22.1,Sintomas no encontrados
5505,M22.2,Pain in the front of the knee[1]
5506,M22.3,Sintomas no encontrados
5507,M22.4,Sintomas no encontrados
5508,M22.8,Sintomas no encontrados
5509,M22.9,Sintomas no encontrados
5510,M23,Sintomas no encontrados
5511,M23.0,Sintomas no encontrados
5512,M23.1,Sintomas no encontrados
5513,M23.2,Sintomas no encontrados
5514,M23.3,Sintomas no encontrados
5515,M23.4,Sintomas no encontrados
5516,M23.5,Sintomas no encontrados
5517,M23.6,Sintomas no encontrados
5518,M23.8,Sintomas no encontrados
5519,M23.9,Sintomas no encontrados
5520,M24,Sintomas no encontrados
5521,M24.0,Sintomas no encontrados
5522,M24.1,Sintomas no encontrados
5523,M24.2,Sintomas no encontrados
5524,M24.3,Sintomas no encontrados
5525,M24.4,Sintomas no encontrados
5526,M24.5,Sintomas no encontrados
5527,M24.6,Sintomas no encontrados
5528,M24.7,Sintomas no encontrados
5529,M24.8,Sintomas no encontrados
5530,M24.9,Sintomas no encontrados
5531,M25,Sintomas no encontrados
5532,M25.0,Sintomas no encontrados
5533,M25.1,Sintomas no encontrados
5534,M25.2,Sintomas no encontrados
5535,M25.3,Sintomas no encontrados
5536,M25.4,Sintomas no encontrados
5537,M25.5,Sintomas no encontrados
5538,M25.6,Sintomas no encontrados
5539,M25.7,Sintomas no encontrados
5540,M25.8,Sintomas no encontrados
5541,M25.9,Sintomas no encontrados
5542,M30,Sintomas no encontrados
5543,M30.0,Sintomas no encontrados
5544,M30.1,Sintomas no encontrados
5545,M30.2,Sintomas no encontrados
5546,M30.3,Sintomas no encontrados
5547,M30.8,Sintomas no encontrados
5548,M31,Sintomas no encontrados
5549,M31.0,Sintomas no encontrados
5550,M31.1,Sintomas no encontrados
5551,M31.3,Sintomas no encontrados
5552,M31.4,Sintomas no encontrados
5553,M31.5,Sintomas no encontrados
5554,M31.6,Sintomas no encontrados
5555,M31.7,Sintomas no encontrados
5556,M31.8,Sintomas no encontrados
5557,M31.9,Sintomas no encontrados
5558,M32,"Painful and swollen joints, fever, chest pain, hair loss, mouth ulcers, swollen lymph nodes, feeling tired, red rash[1]"
5559,M32.0,Sintomas no encontrados
5560,M32.1,Sintomas no encontrados
5561,M32.8,Sintomas no encontrados
5562,M32.9,Sintomas no encontrados
5563,M33,Sintomas no encontrados
5564,M33.0,Sintomas no encontrados
5565,M33.1,Sintomas no encontrados
5566,M33.2,Sintomas no encontrados
5567,M33.9,Sintomas no encontrados
5568,M34,Sintomas no encontrados
5569,M34.0,Sintomas no encontrados
5570,M34.1,Sintomas no encontrados
5571,M34.2,Sintomas no encontrados
5572,M34.8,Sintomas no encontrados
5573,M34.9,Sintomas no encontrados
5574,M35,Sintomas no encontrados
5575,M35.0,Sintomas no encontrados
5576,M35.1,Sintomas no encontrados
5577,M35.2,"Mouth sores, genital sores, inflammation of the eye, arthritis,[1] chronic fatigue"
5578,M35.3,"Shoulder, neck and hip pain[1]"
5579,M35.4,Sintomas no encontrados
5580,M35.5,Sintomas no encontrados
5581,M35.6,Sintomas no encontrados
5582,M35.7,"Joint hypermobility, musculoskeletal pain, fatigue[1]"
5583,M35.8,Sintomas no encontrados
5584,M35.9,Sintomas no encontrados
5585,M36,Sintomas no encontrados
5586,M36.0,Sintomas no encontrados
5587,M36.1,Sintomas no encontrados
5588,M36.2,Sintomas no encontrados
5589,M36.3,Sintomas no encontrados
5590,M36.4,Sintomas no encontrados
5591,M36.8,Sintomas no encontrados
5592,M40,Sintomas no encontrados
5593,M40.0,Sintomas no encontrados
5594,M40.1,Sintomas no encontrados
5595,M40.2,Sintomas no encontrados
5596,M40.3,Sintomas no encontrados
5597,M40.4,Sintomas no encontrados
5598,M40.5,Sintomas no encontrados
5599,M41,Sideways curve in the back[2]
5600,M41.0,Sintomas no encontrados
5601,M41.1,Sintomas no encontrados
5602,M41.2,Sintomas no encontrados
5603,M41.3,Sintomas no encontrados
5604,M41.4,Sintomas no encontrados
5605,M41.5,Sintomas no encontrados
5606,M41.8,Sintomas no encontrados
5607,M41.9,Sintomas no encontrados
5608,M42,Sintomas no encontrados
5609,M42.0,Sintomas no encontrados
5610,M42.1,Sintomas no encontrados
5611,M42.9,Sintomas no encontrados
5612,M43,Sintomas no encontrados
5613,M43.0,Sintomas no encontrados
5614,M43.1,Sintomas no encontrados
5615,M43.2,Sintomas no encontrados
5616,M43.3,Sintomas no encontrados
5617,M43.4,Sintomas no encontrados
5618,M43.5,Sintomas no encontrados
5619,M43.6,Sintomas no encontrados
5620,M43.8,Sintomas no encontrados
5621,M43.9,Sintomas no encontrados
5622,M45,"Back pain, joint stiffness[2]"
5623,M46,Sintomas no encontrados
5624,M46.0,Sintomas no encontrados
5625,M46.1,Sintomas no encontrados
5626,M46.2,Sintomas no encontrados
5627,M46.3,Sintomas no encontrados
5628,M46.4,Sintomas no encontrados
5629,M46.5,Sintomas no encontrados
5630,M46.8,Sintomas no encontrados
5631,M46.9,Sintomas no encontrados
5632,M47,Sintomas no encontrados
5633,M47.0,Sintomas no encontrados
5634,M47.1,Sintomas no encontrados
5635,M47.2,Sintomas no encontrados
5636,M47.8,Sintomas no encontrados
5637,M47.9,Sintomas no encontrados
5638,M48,Sintomas no encontrados
5639,M48.0,"Pain, numbness, or weakness in the arms or legs[1]"
5640,M48.1,Sintomas no encontrados
5641,M48.2,Sintomas no encontrados
5642,M48.3,Sintomas no encontrados
5643,M48.4,Sintomas no encontrados
5644,M48.5,Sintomas no encontrados
5645,M48.8,Sintomas no encontrados
5646,M48.9,Sintomas no encontrados
5647,M49,Sintomas no encontrados
5648,M49.0,Sintomas no encontrados
5649,M49.1,Sintomas no encontrados
5650,M49.2,Sintomas no encontrados
5651,M49.3,Sintomas no encontrados
5652,M49.4,Sintomas no encontrados
5653,M49.5,Sintomas no encontrados
5654,M49.8,Sintomas no encontrados
5655,M50,Sintomas no encontrados
5656,M50.0,Sintomas no encontrados
5657,M50.1,Sintomas no encontrados
5658,M50.2,Sintomas no encontrados
5659,M50.3,Sintomas no encontrados
5660,M50.8,Sintomas no encontrados
5661,M50.9,Sintomas no encontrados
5662,M51,Sintomas no encontrados
5663,M51.0,Sintomas no encontrados
5664,M51.1,Sintomas no encontrados
5665,M51.2,Sintomas no encontrados
5666,M51.3,Sintomas no encontrados
5667,M51.4,Sintomas no encontrados
5668,M51.8,Sintomas no encontrados
5669,M51.9,Sintomas no encontrados
5670,M53,Sintomas no encontrados
5671,M53.0,Sintomas no encontrados
5672,M53.1,Sintomas no encontrados
5673,M53.2,Sintomas no encontrados
5674,M53.3,Sintomas no encontrados
5675,M53.8,Sintomas no encontrados
5676,M53.9,Sintomas no encontrados
5677,M54,Sintomas no encontrados
5678,M54.0,Sintomas no encontrados
5679,M54.1,Sintomas no encontrados
5680,M54.2,Sintomas no encontrados
5681,M54.3,"Pain going down the leg from the lower back, weakness or numbness of the affected leg[1]"
5682,M54.4,Sintomas no encontrados
5683,M54.5,Sintomas no encontrados
5684,M54.6,Sintomas no encontrados
5685,M54.8,Sintomas no encontrados
5686,M54.9,Sintomas no encontrados
5687,M60,Sintomas no encontrados
5688,M60.0,Sintomas no encontrados
5689,M60.1,Sintomas no encontrados
5690,M60.2,Sintomas no encontrados
5691,M60.8,Sintomas no encontrados
5692,M60.9,Sintomas no encontrados
5693,M61,Sintomas no encontrados
5694,M61.0,Sintomas no encontrados
5695,M61.1,Sintomas no encontrados
5696,M61.2,Sintomas no encontrados
5697,M61.3,Sintomas no encontrados
5698,M61.4,Sintomas no encontrados
5699,M61.5,Sintomas no encontrados
5700,M61.9,Sintomas no encontrados
5701,M62,Sintomas no encontrados
5702,M62.0,Sintomas no encontrados
5703,M62.1,Sintomas no encontrados
5704,M62.2,Sintomas no encontrados
5705,M62.3,Sintomas no encontrados
5706,M62.4,Sintomas no encontrados
5707,M62.5,Sintomas no encontrados
5708,M62.6,"Bruise, swelling, redness and soreness"
5709,M62.8,Sintomas no encontrados
5710,M62.9,Sintomas no encontrados
5711,M63,Sintomas no encontrados
5712,M63.0,Sintomas no encontrados
5713,M63.1,Sintomas no encontrados
5714,M63.2,Sintomas no encontrados
5715,M63.3,Sintomas no encontrados
5716,M63.8,Sintomas no encontrados
5717,M65,Sintomas no encontrados
5718,M65.0,Sintomas no encontrados
5719,M65.1,Sintomas no encontrados
5720,M65.2,Chronic shoulder pain during activities; acute shoulder pain
5721,M65.3,"Catching or locking of the involved finger, pain[2][3]"
5722,M65.4,Sintomas no encontrados
5723,M65.8,Sintomas no encontrados
5724,M65.9,Sintomas no encontrados
5725,M66,Sintomas no encontrados
5726,M66.0,Sintomas no encontrados
5727,M66.1,Sintomas no encontrados
5728,M66.2,Sintomas no encontrados
5729,M66.3,Sintomas no encontrados
5730,M66.4,Sintomas no encontrados
5731,M66.5,Sintomas no encontrados
5732,M67,Sintomas no encontrados
5733,M67.0,Sintomas no encontrados
5734,M67.1,Sintomas no encontrados
5735,M67.2,Sintomas no encontrados
5736,M67.3,Sintomas no encontrados
5737,M67.4,Sintomas no encontrados
5738,M67.8,Sintomas no encontrados
5739,M67.9,Sintomas no encontrados
5740,M68,Sintomas no encontrados
5741,M68.0,Sintomas no encontrados
5742,M68.8,Sintomas no encontrados
5743,M70,Sintomas no encontrados
5744,M70.0,Sintomas no encontrados
5745,M70.1,Sintomas no encontrados
5746,M70.2,"Swelling, redness, and pain at the tip of the elbow[1][2]"
5747,M70.3,Sintomas no encontrados
5748,M70.4,Sintomas no encontrados
5749,M70.5,Sintomas no encontrados
5750,M70.6,Sintomas no encontrados
5751,M70.7,Sintomas no encontrados
5752,M70.8,Sintomas no encontrados
5753,M70.9,Sintomas no encontrados
5754,M71,Sintomas no encontrados
5755,M71.0,Sintomas no encontrados
5756,M71.1,Sintomas no encontrados
5757,M71.2,Sintomas no encontrados
5758,M71.3,Sintomas no encontrados
5759,M71.4,Sintomas no encontrados
5760,M71.5,Sintomas no encontrados
5761,M71.8,Sintomas no encontrados
5762,M71.9,Sintomas no encontrados
5763,M72,Sintomas no encontrados
5764,M72.0,Sintomas no encontrados
5765,M72.1,Sintomas no encontrados
5766,M72.2,Sintomas no encontrados
5767,M72.4,Sintomas no encontrados
5768,M72.6,"Severe pain, fever, purple colored skin in the affected area[3]"
5769,M72.8,Sintomas no encontrados
5770,M72.9,Sintomas no encontrados
5771,M73,Sintomas no encontrados
5772,M73.0,Sintomas no encontrados
5773,M73.1,Sintomas no encontrados
5774,M73.8,Sintomas no encontrados
5775,M75,Sintomas no encontrados
5776,M75.0,"Shoulder pain, stiffness[1]"
5777,M75.1,"Shoulder pain, weakness[1]"
5778,M75.2,Sintomas no encontrados
5779,M75.3,Chronic shoulder pain during activities; acute shoulder pain
5780,M75.4,Sintomas no encontrados
5781,M75.5,Sintomas no encontrados
5782,M75.6,Sintomas no encontrados
5783,M75.8,Sintomas no encontrados
5784,M75.9,Sintomas no encontrados
5785,M76,Sintomas no encontrados
5786,M76.0,Sintomas no encontrados
5787,M76.1,Sintomas no encontrados
5788,M76.2,Sintomas no encontrados
5789,M76.3,Sintomas no encontrados
5790,M76.4,Sintomas no encontrados
5791,M76.5,Pain at the front of the knee[1]
5792,M76.6,"Pain, swelling around the affected tendon[1]"
5793,M76.7,Sintomas no encontrados
5794,M76.8,Sintomas no encontrados
5795,M76.9,Sintomas no encontrados
5796,M77,Sintomas no encontrados
5797,M77.0,Sintomas no encontrados
5798,M77.1,Painful and tender outer part of the elbow[1]
5799,M77.2,Sintomas no encontrados
5800,M77.3,Sintomas no encontrados
5801,M77.4,Sintomas no encontrados
5802,M77.5,Sintomas no encontrados
5803,M77.8,Sintomas no encontrados
5804,M77.9,Sintomas no encontrados
5805,M79,Sintomas no encontrados
5806,M79.0,Sintomas no encontrados
5807,M79.1,Sintomas no encontrados
5808,M79.2,Sintomas no encontrados
5809,M79.3,Sintomas no encontrados
5810,M79.4,Sintomas no encontrados
5811,M79.5,Sintomas no encontrados
5812,M79.6,Sintomas no encontrados
5813,M79.7,"Widespread pain, feeling tired, sleep problems[3][4]"
5814,M79.8,Sintomas no encontrados
5815,M79.9,Sintomas no encontrados
5816,M80,Sintomas no encontrados
5817,M80.0,Sintomas no encontrados
5818,M80.1,Sintomas no encontrados
5819,M80.2,Sintomas no encontrados
5820,M80.3,Sintomas no encontrados
5821,M80.4,Sintomas no encontrados
5822,M80.5,Sintomas no encontrados
5823,M80.8,Sintomas no encontrados
5824,M80.9,Sintomas no encontrados
5825,M81,Sintomas no encontrados
5826,M81.0,Increased risk of a broken bone[3]
5827,M81.1,Sintomas no encontrados
5828,M81.2,Sintomas no encontrados
5829,M81.3,Sintomas no encontrados
5830,M81.4,Sintomas no encontrados
5831,M81.5,Sintomas no encontrados
5832,M81.6,Sintomas no encontrados
5833,M81.8,Sintomas no encontrados
5834,M81.9,Sintomas no encontrados
5835,M82,Sintomas no encontrados
5836,M82.0,Sintomas no encontrados
5837,M82.1,Sintomas no encontrados
5838,M82.8,Sintomas no encontrados
5839,M83,Sintomas no encontrados
5840,M83.0,Sintomas no encontrados
5841,M83.1,Sintomas no encontrados
5842,M83.2,Sintomas no encontrados
5843,M83.3,Sintomas no encontrados
5844,M83.4,Sintomas no encontrados
5845,M83.5,Sintomas no encontrados
5846,M83.8,Sintomas no encontrados
5847,M83.9,Sintomas no encontrados
5848,M84,Sintomas no encontrados
5849,M84.0,Sintomas no encontrados
5850,M84.1,Sintomas no encontrados
